"participant_id","speaker_identity","trialid","itemid","itemtype","itemtype_coarser","msg","target","competitor","distractor","targetpos","layout","prob_target","prob_competitor","prob_distr"
114,"gpt",21,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",50,50,0
93,"gpt",1,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"sq_re,ci_gr,ci_gr",50,50,0
82,"gpt",14,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
85,"gpt",8,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"ci_gr,sq_re,ci_gr",0,100,0
99,"gpt",17,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",50,50,0
106,"gpt",22,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"ci_gr,ci_gr,sq_re",50,50,0
115,"gpt",18,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",50,50,0
88,"gpt",16,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",53,47,0
117,"gpt",22,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
100,"gpt",17,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",50,50,0
107,"gpt",20,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"sq_re,ci_gr,ci_gr",49,51,0
96,"gpt",9,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"ci_gr,ci_gr,sq_re",50,50,0
108,"gpt",16,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
109,"gpt",12,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"sq_re,ci_gr,ci_gr",50,50,0
84,"gpt",1,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",50,50,0
105,"gpt",22,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
98,"gpt",13,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"sq_re,ci_gr,ci_gr",50,50,0
112,"gpt",5,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,ci_gr,sq_re",50,50,0
83,"gpt",3,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"sq_re,ci_gr,ci_gr",42,33,25
113,"gpt",6,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"ci_gr,ci_gr,sq_re",50,50,0
86,"gpt",20,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
94,"gpt",1,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"ci_gr,ci_gr,sq_re",50,50,0
110,"gpt",13,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"sq_re,ci_gr,ci_gr",50,50,0
101,"gpt",17,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"ci_gr,ci_gr,sq_re",50,50,0
95,"gpt",18,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
87,"gpt",15,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"sq_re,ci_gr,ci_gr",50,50,0
102,"gpt",23,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"ci_gr,sq_re,ci_gr",50,50,0
103,"gpt",11,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",2,"sq_re,ci_gr,ci_gr",50,50,0
91,"gpt",17,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",3,"ci_gr,sq_re,ci_gr",50,50,0
116,"gpt",15,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
81,"gpt",14,14,"filler ambiguous","filler ambiguous","ci","ci_gr","ci_gr","sq_re",1,"ci_gr,sq_re,ci_gr",50,50,0
104,"gpt",7,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",50,50,0
90,"gpt",19,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"tr_gr,sq_re,sq_re",50,50,0
97,"gpt",16,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
111,"gpt",14,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
92,"gpt",15,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
89,"gpt",2,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,tr_gr,sq_re",50,50,0
114,"gpt",10,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"tr_gr,sq_re,sq_re",50,50,0
93,"gpt",11,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",49,51,0
82,"gpt",13,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"sq_re,sq_re,tr_gr",50,50,0
85,"gpt",2,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"tr_gr,sq_re,sq_re",100,0,0
99,"gpt",0,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,tr_gr,sq_re",33,34,33
106,"gpt",5,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
115,"gpt",13,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"sq_re,sq_re,tr_gr",50,50,0
88,"gpt",3,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",48,52,0
117,"gpt",6,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",46,46,8
100,"gpt",22,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"tr_gr,sq_re,sq_re",50,50,0
107,"gpt",1,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,47,3
96,"gpt",11,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"sq_re,tr_gr,sq_re",50,50,0
108,"gpt",18,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",50,50,0
109,"gpt",3,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,tr_gr,sq_re",50,50,0
84,"gpt",13,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
105,"gpt",15,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"sq_re,tr_gr,sq_re",50,50,0
98,"gpt",10,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"sq_re,sq_re,tr_gr",50,50,0
112,"gpt",3,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",50,50,0
83,"gpt",11,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"tr_gr,sq_re,sq_re",39,38,23
113,"gpt",4,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"sq_re,sq_re,tr_gr",50,50,0
86,"gpt",2,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",50,50,0
94,"gpt",6,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",50,50,0
110,"gpt",21,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
101,"gpt",15,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"sq_re,tr_gr,sq_re",50,50,0
95,"gpt",7,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,sq_re,tr_gr",50,50,0
87,"gpt",16,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"sq_re,tr_gr,sq_re",50,50,0
102,"gpt",3,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",1,"sq_re,tr_gr,sq_re",50,50,0
103,"gpt",17,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"tr_gr,sq_re,sq_re",50,50,0
91,"gpt",5,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"sq_re,sq_re,tr_gr",50,50,0
116,"gpt",21,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",3,"sq_re,tr_gr,sq_re",50,50,0
81,"gpt",17,15,"filler ambiguous","filler ambiguous","re","sq_re","sq_re","tr_gr",2,"sq_re,sq_re,tr_gr",50,50,0
104,"gpt",1,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",50,50,0
90,"gpt",20,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
97,"gpt",22,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
111,"gpt",1,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",50,50,0
92,"gpt",11,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
89,"gpt",18,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"sq_re,tr_gr,tr_gr",50,50,0
114,"gpt",4,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
93,"gpt",4,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
82,"gpt",1,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
85,"gpt",18,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"sq_re,tr_gr,tr_gr",100,0,0
99,"gpt",8,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
106,"gpt",19,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
115,"gpt",5,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
88,"gpt",8,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
117,"gpt",16,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",49,49,2
100,"gpt",0,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
107,"gpt",16,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",49,51,0
96,"gpt",1,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
108,"gpt",13,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"sq_re,tr_gr,tr_gr",50,50,0
109,"gpt",6,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
84,"gpt",3,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
105,"gpt",18,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
98,"gpt",7,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"sq_re,tr_gr,tr_gr",50,50,0
112,"gpt",12,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,sq_re,tr_gr",50,50,0
83,"gpt",18,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,sq_re,tr_gr",40,51,9
113,"gpt",23,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
86,"gpt",14,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",50,50,0
94,"gpt",10,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,tr_gr,sq_re",50,50,0
110,"gpt",5,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
101,"gpt",0,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",50,50,0
95,"gpt",4,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",50,50,0
87,"gpt",14,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"tr_gr,sq_re,tr_gr",50,50,0
102,"gpt",0,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
103,"gpt",0,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",2,"tr_gr,tr_gr,sq_re",50,50,0
91,"gpt",16,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,sq_re,tr_gr",50,50,0
116,"gpt",7,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",3,"sq_re,tr_gr,tr_gr",50,50,0
81,"gpt",4,16,"filler ambiguous","filler ambiguous","gr","tr_gr","tr_gr","sq_re",1,"tr_gr,sq_re,tr_gr",50,50,0
104,"gpt",0,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"sq_gr,tr_re,tr_bl",100,0,0
90,"gpt",4,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
97,"gpt",4,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
111,"gpt",20,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,tr_bl,sq_gr",100,0,0
92,"gpt",12,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",90,5,5
89,"gpt",3,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
114,"gpt",3,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
93,"gpt",15,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
82,"gpt",4,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
85,"gpt",1,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,tr_bl,sq_gr",100,0,0
99,"gpt",4,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
106,"gpt",4,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
115,"gpt",9,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"sq_gr,tr_re,tr_bl",100,0,0
88,"gpt",9,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
117,"gpt",0,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",90,5,5
100,"gpt",11,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
107,"gpt",2,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"tr_bl,tr_re,sq_gr",87,6,7
96,"gpt",18,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"sq_gr,tr_re,tr_bl",100,0,0
108,"gpt",21,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
109,"gpt",20,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
84,"gpt",12,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
105,"gpt",8,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
98,"gpt",6,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
112,"gpt",21,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
83,"gpt",13,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"sq_gr,tr_re,tr_bl",38,20,42
113,"gpt",15,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
86,"gpt",19,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
94,"gpt",3,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"sq_gr,tr_re,tr_bl",100,0,0
110,"gpt",9,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"sq_gr,tr_re,tr_bl",100,0,0
101,"gpt",5,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
95,"gpt",6,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,sq_gr,tr_bl",100,0,0
87,"gpt",17,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,tr_re",100,0,0
102,"gpt",13,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"tr_bl,tr_re,sq_gr",100,0,0
103,"gpt",22,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
91,"gpt",12,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",2,"tr_bl,tr_re,sq_gr",100,0,0
116,"gpt",5,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,tr_re",100,0,0
81,"gpt",10,17,"filler type a","filler unambiguous","re","tr_re","tr_bl","sq_gr",1,"tr_re,tr_bl,sq_gr",100,0,0
104,"gpt",19,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
90,"gpt",14,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
97,"gpt",10,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,ci_bl,sq_re",100,0,0
111,"gpt",4,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"sq_re,ci_gr,ci_bl",100,0,0
92,"gpt",8,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,ci_bl,sq_re",90,5,5
89,"gpt",5,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
114,"gpt",23,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,sq_re,ci_bl",100,0,0
93,"gpt",17,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"ci_bl,ci_gr,sq_re",100,0,0
82,"gpt",19,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"ci_bl,sq_re,ci_gr",100,0,0
85,"gpt",6,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
99,"gpt",5,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"sq_re,ci_gr,ci_bl",100,0,0
106,"gpt",20,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,ci_bl,sq_re",100,0,0
115,"gpt",11,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"ci_bl,sq_re,ci_gr",100,0,0
88,"gpt",4,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"ci_bl,sq_re,ci_gr",100,0,0
117,"gpt",11,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",94,3,3
100,"gpt",10,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"ci_bl,ci_gr,sq_re",100,0,0
107,"gpt",14,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,sq_re,ci_bl",100,0,0
96,"gpt",2,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,sq_re,ci_bl",100,0,0
108,"gpt",11,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
109,"gpt",18,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,sq_re,ci_bl",100,0,0
84,"gpt",15,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"sq_re,ci_gr,ci_bl",100,0,0
105,"gpt",0,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"ci_bl,ci_gr,sq_re",100,0,0
98,"gpt",23,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"ci_bl,ci_gr,sq_re",100,0,0
112,"gpt",1,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"sq_re,ci_gr,ci_bl",100,0,0
83,"gpt",17,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"ci_bl,sq_re,ci_gr",59,15,26
113,"gpt",19,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
86,"gpt",5,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"sq_re,ci_gr,ci_bl",100,0,0
94,"gpt",16,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,ci_bl,sq_re",100,0,0
110,"gpt",6,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"sq_re,ci_gr,ci_bl",100,0,0
101,"gpt",6,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,ci_bl,sq_re",100,0,0
95,"gpt",10,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"ci_bl,sq_re,ci_gr",100,0,0
87,"gpt",20,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"sq_re,ci_bl,ci_gr",100,0,0
102,"gpt",11,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,sq_re,ci_bl",100,0,0
103,"gpt",14,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,sq_re,ci_bl",100,0,0
91,"gpt",19,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",3,"ci_bl,sq_re,ci_gr",100,0,0
116,"gpt",4,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",1,"ci_gr,ci_bl,sq_re",100,0,0
81,"gpt",11,18,"filler type a","filler unambiguous","gr","ci_gr","ci_bl","sq_re",2,"ci_bl,ci_gr,sq_re",100,0,0
104,"gpt",23,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",2,"sq_re,ci_re,tr_bl",100,0,0
90,"gpt",6,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",3,"tr_bl,sq_re,ci_re",100,0,0
97,"gpt",11,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",2,"sq_re,ci_re,tr_bl",100,0,0
111,"gpt",17,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",2,"sq_re,ci_re,tr_bl",100,0,0
92,"gpt",10,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",2,"tr_bl,ci_re,sq_re",90,5,5
89,"gpt",8,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",1,"ci_re,sq_re,tr_bl",100,0,0
114,"gpt",18,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",3,"tr_bl,sq_re,ci_re",100,0,0
93,"gpt",7,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",2,"tr_bl,ci_re,sq_re",100,0,0
82,"gpt",18,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",1,"ci_re,tr_bl,sq_re",100,0,0
85,"gpt",15,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",1,"ci_re,sq_re,tr_bl",100,0,0
99,"gpt",7,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",3,"tr_bl,sq_re,ci_re",100,0,0
106,"gpt",0,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",2,"sq_re,ci_re,tr_bl",100,0,0
115,"gpt",3,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",1,"ci_re,sq_re,tr_bl",100,0,0
88,"gpt",12,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",3,"sq_re,tr_bl,ci_re",100,0,0
117,"gpt",10,19,"filler type a","filler unambiguous","ci","ci_re","sq_re","tr_bl",1,"ci_re,tr_bl,sq_re",90,5,5
